"text.X.U.FEFF.Comment","text.text_tokens","text.V3","emotion","polarity"
"Hola, el 18 de Dic. 2020, les envíe el video de sobrevivencia, la semana pasada lo envíe nuevamente, les he enviado mensajes y hasta la fecha no me han respondido nada solamente mandan que hay que marcar la opción que necesitamos y en otro el horario de atención pero ninguna respuesta en concreto respondiendo si ya esta recibido, la vez anterior hace seis meses me respondieron en el momento hasta los felicite por su excelente servicio pero esta vez no se cual es el problema, entiendo que hay bastantes afiliados pero merecemos una respuesta rápida porque es en Enero que tenemos que presentarla y a la fecha no hemos recibido contestación o es que están alargando porque no hay dinero y después van a decir que no lo hicimos en el tiempo correspondiente, gracias por la atención.",NA,"hola , el 18 de dic . 2020 , les enviar el video de sobrevivencia , el semana pasar el enviar nuevamente , les haber enviar mensaje y hasta el fechar no me haber responder nadar solamente mandar que haber que marcar el opción que necesitar y en otro el horario de atención pero ninguno respuesta en concretar responder si ya este recibir , el vez anterior hacer seis mes me responder en el momento hasta el felicitar por su excelente servicio pero este vez no se cual ser el problema , entender que haber bastante afiliado pero merecer unir respuesta rápido porque ser en enero que tener que presentarla y a el fechar no haber recibir contestación o ser que estar alargar porque no haber dinero y después ir a decir que no el hacer en el tiempo correspondiente , gracia por el atención .","joy","negative"
"Mi papá ya envio  el video de sobrevivencia y dice que tiene que ser aceptado durante  24 horas y no han visto nada aun",NA,"mi papá ya envio el video de sobrevivencia y decir que tener que ser aceptar durante 24 hora y no haber ver nadar aun","unknown","negative"
"Muchas gracias ya les respondí ",NA,"mucho gracia ya les responder","unknown","positive"
"É Estado llamar y llamar. Mandé el vídeo de mi sobrevivencia al wassat y nunca contestan ni una respuesta por favor ser mas responsables es la vida de las personas",NA,"é estar llamar y llamar . mandar el vídeo de mi sobrevivencia al wassat y nunca contestar ni unir respuesta por favor ser mas responsable ser el vida de el persona","joy","negative"
"Buenos dias necesito un historial pero llamo no me responden y.no.te.go.correo registrado q puedo hacer ",NA,"bueno dias necesitar uno historial pero llamar no me responder y.no.te.go.correo registrar q poder hacer","unknown","negative"
"Yo necesito saber si aplicó al anticipo deje de laborar con en el 2005 y tengo 46 años pero al consultar en línea me dice que no aplicó no entiendo",NA,"yo necesitar saber si aplicar al anticipar dejar de laborar con en el 2005 y tener 46 año pero al consultar en líneo me decir que no aplicar no entender","unknown","negative"
"Pues si todo eso lo cumplo no se porque no aplicó trabaje desde 1993 hasta 2005 ",NA,"pues si todo ese el cumplir no se porque no aplicar trabajar desde 1993 hasta 2005","joy","negative"
"AFP Crecer quiere decir que solo aquellos que cumplen los requisitos pero que estén vinejente en la cotización?",NA,"afp crecer querer decir que solo aquel que cumplir el requerir pero que estar vinejente en el cotización ?","joy","positive"
"AFP Crecer y que es  el SAP ?.Perdón por la ignorancia",NA,"afp crecer y que ser el sap ? . perdón por el ignorancia","unknown","positive"
"AFP Crecer Pero tengo entendido que cada año va ir cambiando el Rango.... x que no pone la tablita x Año....",NA,"afp crecer pero tener entender que cada año ir ir cambiar el rango . . . . x que no poner el tablita x año . . . .","unknown","negative"
"Buenas tardes el dia de hoy están trabajando? Esque escribo al correo a WhatsApp y me dice que me ponga en contacto en los horarios y aca no me contestan?",NA,"bueno tardar el dia de hoy estar trabajar ? esque escribir al correar a whatsapp y me decir que me poner en contactar en el horario y aca no me contestar ?","unknown","negative"
"Buenas tardes necesito saber si ya recibieron el video de sobrevivencia que envíe el 14 de diciembre y lo volvi a llamar hoy",NA,"bueno tardar necesitar saber si ya recibir el video de sobrevivencia que enviar el 14 de diciembre y el volvi a llamar hoy","unknown","positive"
"No",NA,"no","unknown","negative"
"Buenos días¿¿¿ cómo puedo hacer para que un familiar se afilie????",NA,"bueno día ¿ ¿ ¿ cómo poder hacer parar que uno familiar se afiliar ? ? ? ?","unknown","positive"
"Quiero mi estado de cuenta",NA,"querer mi estar de contar","unknown","positive"
"Buen dia soy apoderado de una persona que reside en los EE.UU. y ya se comenzó a realizar el trámite de devolución por vejez,ahora bien adonde puedo enviar la copia del poder que me autoriza a realizar todos los trámites pendientes ,o lo llevo personalmente y así acreditarme como tal",NA,"bueno dia ser apoderar de unir personar que residir en el ee.uu . y ya se comenzar a realizar el trámite de devolución por vejez , ahora bien adonde poder enviar el copiar del poder que me autorizar a realizar todo el trámite pendiente , o el llevar personalmente y asir acreditarme comer tal","joy","positive"
"Necesito me programen una cita presencial en sucursal santa ana por favor",NA,"necesitar me programar unir citar presencial en sucursal santo ana por favor","joy","positive"
"Lo que no entiendo porque hay que dar la contraseña del correo ????Como.puedo hacer para solicitar la cita quiero tramitar el anticipo",NA,"el que no entender porque haber que dar el contraseña del correar ? ? ? ? como.puedo hacer parar solicitar el citar querer tramitar el anticipar","unknown","negative"
"AFP Crecer de ninguna manera puedo agendar la cita ",NA,"afp crecer de ninguno manera poder agendar el citar","unknown","positive"
"Y si no tengo cuenta de banco",NA,"y si no tener contar de banco","unknown","negative"
"AFP Crecer tiene que estar a mi nombre o puede ser de mi hijo la cuenta",NA,"afp crecer tener que estar a mi nombrar o poder ser de mi hijo el contar","unknown","positive"
"AFP Crecer gracias ",NA,"afp crecer gracia","unknown","positive"
"Yo tengo cita para este mes me van a llamar disen tengo la hora estaré pendiente a ver si me asen video llamada.e so me dijeron",NA,"yo tener citar parar este mes me ir a llamar disen tener el hora estar pendiente a ver si me asar video llamada.e so me decir","unknown","positive"
"Hola ya está el calendario listo...",NA,"hola ya estar el calendario listar . . .","unknown","positive"
"Manuel Bonilla ",NA,"manuel bonilla","unknown","positive"
"AFP Crecer fuera bueno por Messenger para poder sacarlo gracias",NA,"afp crecer ir bueno por messenger parar poder sacarlo gracia","unknown","positive"
"AFP Crecer mil gracias yo sé que ustedes nunca fallan",NA,"afp crecer mil gracia yo saber que vosotros nunca fallar","unknown","positive"
"Mi señora quiere solicitar anticipo de saldo cunple la edad y los años de cotizar necesita cita para vicitar una agencia",NA,"mi señor querer solicitar anticipar de saldar cunple el edad y el año de cotizar necesitar citar parar vicitar unir agenciar","unknown","positive"
"Buenas tardes solicite mi antisipo d daldo por whwtsapp i no contestan  intente por este medio i me aparese q mi correo no es valido Que puedo haser en  este caso ..Saludos ..",NA,"bueno tardar solicitar mi antisipo d daldo por whwtsapp i no contestar intentar por este mediar i me aparese q mi correar no ser valer que poder haser en este casar . . saludo . .","unknown","negative"
"Ya prove los medios posibles y no responden sólo quiero una cita presencial sucursal santa ana",NA,"ya prove el medio posible y no responder sólo querer unir citar presencial sucursal santo ana","unknown","negative"
"Una consulta ya no es prestamo solo. Es anticipo y no afecta en mi jubilacion solo lo descuentan favor responder",NA,"unir consultar ya no ser prestamo solo . ser anticipar y no afectar en mi jubilacion solo el descontar favor responder","joy","negative"
"AFP Crecer osea mi condicionan para tener mi dinero. Ahorrado yo ya no trabajo desde 2014 y me faltan tres años para cumplir 55 aun asi tiene que ser prestamo ",NA,"afp crecer osea mi condicionar parar tener mi dinero . ahorrar yo ya no trabajar desde 2014 y me faltar tres año parar cumplir 55 aun asi tener que ser prestamo","joy","negative"
"Necesito que me programenUna cita presencial para sucursal plaza mundo. Retiro voluntario.25%. De mis ahorros",NA,"necesitar que me programenuna citar presencial parar sucursal plaza mundo . retirar voluntario . 25 % . de mi ahorro","unknown","positive"
"Con esta nueva leyes ya no sera asi",NA,"con este nuevo ley ya no sera asi","unknown","negative"
"Gracias por la informacion... YO NECESITO EL CALENDARIO DE ABONO DE PENSION.. GRACIAS..",NA,"gracia por el informacion . . . yo necesitar el calendario de abonar de pension . . gracia . .","unknown","positive"
"Muchas Gracias..<U+0001F64F>",NA,"mucho gracia . . <U+0001F64F>","unknown","positive"
"Igual yo necesito ese calendario",NA,"igual yo necesitar ese calendario","unknown","positive"
"No comparto q le impongan una edad ...para dar lo que es de nosotros mismos ...no es justo",NA,"no compartir q le imponer unir edad . . . parar dar el que ser de nosotros mismo . . . no ser justar","unknown","negative"
"A mi me pudieron todos los documentos desde el 5 de octubre y me dijeron que ya estaba aprobado el cheque pero hasta esta fecha no me han dado respuesta, sera que tengo que volver hacer el tramite??? Espero su respuesta gracias de ante mano",NA,"a mi me poder todo el documento desde el 5 de octubre y me decir que ya estar aprobar el cheque pero hasta este fechar no me haber dar respuesta , sera que tener que volver hacer el tramitar ? ? ? esperar su respuesta gracia de ante manar","joy","negative"
"ola tengo 29 años trabajados y 52 de edad puedo pedir un antisiposaludos",NA,"ola tener 29 año trabajar y 52 de edad poder pedir uno antisiposaludos","unknown","positive"
"Hola porq a unas personas les desembolsan a los 15 dias",NA,"hola porq a unir persona les desembolsar a el 15 dias","unknown","positive"
"Gracias muy amable",NA,"gracia muy amable","fear","positive"
"mi nombre JUAN ERICK GONZALEZ Gonzalez",NA,"mi nombrar juan erick gonzalez gonzalez","unknown","positive"
"mi estado d cuenta xf",NA,"mi estar d contar xf","unknown","positive"
"quiero un adelanto xf",NA,"querer uno adelantar xf","unknown","positive"
"54 boy a cumplir",NA,"54 boy a cumplir","joy","positive"
"No me acepta mi correo y la contraseña para hacer un trámite ",NA,"no me aceptar mi correar y el contraseña parar hacer uno trámite","unknown","negative"
"Buenos días, mi mamá intenta ingresar y no pude dice que tiene que actualizar los datos he información personal y ya intentamos por todos los medios y no logramos la actualización. Podrían ayudarnos por favor",NA,"bueno día , mi mamá intentar ingresar y no poder decir que tener que actualizar el dato haber información personal y ya intentar por todo el medio y no lograr el actualización . poder ayudarnos por favor","joy","negative"
"Buenos dias cuanto tiempo se tardan en entregar el anticipo de saldo al ser aceptada la solicitud?",NA,"bueno dias cuanto tiempo se tardar en entregar el anticipar de saldar al ser aceptar el solicitud ?","unknown","positive"
"Nesesito el antisipo de saldo",NA,"nesesito el antisipo de saldar","unknown","positive"
"Si",NA,"si","unknown","positive"
"Cuál sería la fecha de la sita",NA,"cuál ser el fechar de el sito","unknown","positive"
"No me da ninguna fecha ",NA,"no me dar ninguno fechar","unknown","negative"
"Buenas tardes yo quisiera saver si me aprobaran lo de el anticipo solicitado desde el 11 de diciembre del 2020  lo estoy tramitando ya presente toda la documentación que me pidieron  pero no me han dicho nada",NA,"bueno tardar yo querer saver si me aprobar el de el anticipar solicitar desde el 11 de diciembre del 2020 el estar tramitar ya presentar todo el documentación que me pedir pero no me haber decir nadar","joy","negative"
",y cuanto tiempo demora en aplicarli si dice que ya está aprobado?",NA,", y cuanto tiempo demorar en aplicarli si decir que ya estar aprobar ?","joy","positive"
"AFP Crecer  gracias por responder",NA,"afp crecer gracia por responder","unknown","positive"
"A Mi esposo nole acepta el correo que puede hacer",NA,"a mi esposar nole aceptar el correar que poder hacer","unknown","positive"
"Hola  me gustaría asociar un correo electrónico ami cuenta. Pero no se como  hacer porque llamo y no contestan y al WhatsApp no me dicen como",NA,"hola me gustar asociar uno correar electrónico ami contar . pero no se comer hacer porque llamar y no contestar y al whatsapp no me decir comer","unknown","negative"
"Buenas no hes quiero tener cuenta con ustedes osea correo y clave como hacer",NA,"bueno no hes querer tener contar con vosotros osea correar y clavar comer hacer","unknown","negative"
"Cuanto tiempo notifica sobre el pagodel anticipo",NA,"cuanto tiempo notificar sobrar el pagodel anticipar","unknown","positive"
"Ok",NA,"ok","unknown","positive"
"Anita me lo aprobaron y algunas personas en 15 dias",NA,"anita me el aprobar y alguno persona en 15 dias","joy","positive"
"Hola buenos días,  comentarle que al querer ingresar a mi usuario este se encuentra bloqueado , no se porque , por lo que necesito una cita presencial en sucursal plaza mundo",NA,"hola bueno día , comentarle que al querer ingresar a mi usuario este se encontrar bloquear , no se porque , por el que necesitar unir citar presencial en sucursal plaza mundo","unknown","negative"
"Hola ",NA,"hola","unknown","positive"
"Nesesito el antisipo de saldo ",NA,"nesesito el antisipo de saldar","unknown","positive"
"Si ",NA,"si","unknown","positive"
"Buenas tardes, al tratar de aplicar en linea al anticipo se quedo congelada la aplicación y me bloqueo mi usuario, he estado queriendo recibir ayuda, para desbloquear mi usuario, pero ni por WhatsApp ni por Facebook ni por llamada, en el teléfono solo la contestadora con mensaje grabado contesta y solo dice su llamada es importante para nosotros algún día uno de nuestros operadores le atenderá...",NA,"bueno tardar , al tratar de aplicar en linear al anticipar se quedar congelar el aplicación y me bloquear mi usuario , haber estar querer recibir ayudar , parar desbloquear mi usuario , pero ni por whatsapp ni por facebook ni por llamar , en el teléfono solo el contestadora con mensaje grabar contestar y solo decir su llamar ser importante parar nosotros alguno día unir de nuestro operador le atender . . .","unknown","negative"
"Jorge Antonio Rivas Garcia yo también estoy tratando de llamar desde hace unos días atrás y nada no contestan",NA,"jorge antonio rivas garcia yo también estar tratar de llamar desde hacer uno día atrás y nadar no contestar","unknown","negative"
"AFP Crecer gracias ",NA,"afp crecer gracia","unknown","positive"
"Que requisitos para el anticipo",NA,"que requerir parar el anticipar","unknown","positive"
"AFP Crecer donde puedo llenar la solicitud",NA,"afp crecer donde poder llenar el solicitud","unknown","positive"
"AFP Crecer cual es el usuario",NA,"afp crecer cual ser el usuario","unknown","positive"
"AFP Crecer tengo 55 años me podrían dar mi cuenta",NA,"afp crecer tener 55 año me poder dar mi contar","unknown","positive"
"Y si una persona hizo ya adelantó del 25porciento en el año 2019 puede pedir Anticipo gracias por su ayuda",NA,"y si unir personar hacer ya adelantar del 25porciento en el año 2019 poder pedir anticipar gracia por su ayudar","unknown","positive"
"AFP Crecer ok gracias",NA,"afp crecer ok gracia","unknown","positive"
"AFP Crecer ",NA,"afp crecer","unknown","positive"
"Buenos días Yo tengo cita para mi anticipo 13 de enero y estaba comparando la con la cita de una compañera y la de ella dice cita para anticipo y la mía dice asesoría de beneficios pk la diferencia si vamos hacer el mismo trámite ???",NA,"bueno día yo tener citar parar mi anticipar 13 de enero y estar comparar el con el citar de unir compañero y el de él decir citar parar anticipar y el miar decir asesoría de beneficio pk el diferenciar si ir hacer el mismo trámite ? ? ?","unknown","positive"
"AFP Crecer kisaa se equivocaron pk la hice por llamada telefónica gracias x la información",NA,"afp crecer kisaa se equivocar pk el hacer por llamar telefónico gracia x el información","unknown","positive"
"Hola porq no me acepta el correo la  web crecer",NA,"hola porq no me aceptar el correar el web crecer","unknown","negative"
"Buen diaPara trámite de devolución por vejezDónde debo agendar cita?En //bit.ly/CitaenAgenciaSolo da opción Anticipo de Saldo",NA,"bueno diapara trámite de devolución por vejezdónde deber agendar citar ? en / / bit.ly / citaenagenciasolo dar opción anticipar de saldar","unknown","positive"
"AFP Crecer es mi padre quién quiere realizar el proceso Pero no posee cuenta de ahorrosPuede ser la cuenta de ahorros de mi madre ?",NA,"afp crecer ser mi padre quién querer realizar el procesar pero no poseer contar de ahorrospuede ser el contar de ahorro de mi madre ?","unknown","negative"
"Mi esposo quiere actualizar sus datos ,como puede hacer?",NA,"mi esposar querer actualizar su dato , comer poder hacer ?","unknown","positive"
"Buenas tardes señores de AFP Crecer, les comento que hace 3 dias ingrese a la web de anticipo de saldo, y me aparece que cumplo los requisitos para acceder a el, ingrese los documentos que me pedian y al final no obtengo ninguna respuesta, automaticamente me sacan de la pagina, lo hice dos veces y me paso lo mismo, pense que me iban a responder despues y todavia estoy esperando, me podrian ayudar porfavor",NA,"bueno tardar señor de afp crecer , les comentar que hacer 3 dias ingresar a el web de anticipar de saldar , y me aparecer que cumplir el requerir parar acceder a el , ingresar el documento que me pedian y al final no obtener ninguno respuesta , automaticamente me sacar de el paginar , el hacer do vez y me pasar el mismo , pense que me ir a responder despues y todavia estar esperar , me podrian ayudar porfavor","joy","negative"
"No pasa del 3er paso <U+0001F621> lo he intentado en diferentes horas, pueden brindarme una solución <U+2753>",NA,"no pasar del 3er pasar <U+0001F621> el haber intentar en diferente hora , poder brindarme unir solución <U+2753>","unknown","negative"
"Tengo 4 MESES...... De haber realizado el trámite y no me dan respuesta de Nada",NA,"tener 4 mes . . . . . . de haber realizar el trámite y no me dar respuesta de nadar","unknown","negative"
"Buenas tardes puede ayudar con la siguiente información mi esposo hizo todos los pasos para obtener el anticipo ya hace un tiempo y no ha recibido respuesta tiene 51 años y más de 10 años de cotizar con ustedes me podrían decir cuanto tiempo se tarda para que puedan depositarle el anticipo se lo agradeceré por favor",NA,"bueno tardar poder ayudar con el siguiente información mi esposar hacer todo el paso parar obtener el anticipar ya hacer uno tiempo y no haber recibir respuesta tener 51 año y más de 10 año de cotizar con vosotros me poder decir cuanto tiempo se tardar parar que poder depositarle el anticipar se el agradecer por favor","joy","negative"
"Cuanto tiempo lleva el anticipo de saldo",NA,"cuanto tiempo llevar el anticipar de saldar","unknown","positive"
"Quiero anticipo de sueldo tengo masde 15 años cotizando",NA,"querer anticipar de soldar tener masde 15 año cotizar","unknown","positive"
"Buenas noches de acuerdo a mis ahorros para pensionarme pueden hacer antes de pensionarme a cuánto me quedaría la pensión",NA,"bueno noche de acordar a mi ahorro parar pensionarme poder hacer antes de pensionarme a cuánto me quedar el pensión","unknown","positive"
"Si tengo los 25 año y no me pensiono porque la pensión me queda bien baja, y sigo cotizando por eso quiero el anticipo",NA,"si tener el 25 año y no me pensionar porque el pensión me quedar bien bajar , y seguir cotizar por ese querer el anticipar","joy","negative"
"Que espero se haga una reforma para que incrementa el porcentaje para poder pensionarme",NA,"que esperar se hacer unir reformar parar que incrementar el porcentaje parar poder pensionarme","joy","positive"
"Por eso estoy solicitando el anticipo",NA,"por ese estar solicitar el anticipar","unknown","positive"
"Se que lo tengo que devolver pero ante estas emergencia lo necesito",NA,"se que el tener que devolver pero ante este emergencia el necesitar","unknown","positive"
"Ya lo solicite y me dice que no aplicó, que tengo que hacer",NA,"ya el solicitar y me decir que no aplicar , que tener que hacer","unknown","negative"
"Ya aplique y me dicen que no aplicó si tengo el derecho",NA,"ya aplicar y me decir que no aplicar si tener el derecho","unknown","negative"
"Expreso que debiaran ser para todos sin restricciones si es nuestro salario en estos 25 años",NA,"expresar que debiaran ser parar todo sin restricción si ser nuestro salariar en este 25 año","unknown","positive"
"Necesito que me aclaren lo siguiente : si uno es pensionado, soltera no tiene hijos sus padre ya fallecieron solamente tiene hermanos, cual es el procedimiento a seguir para que lo que yo he ahorrado les quede a mis hermanos",NA,"necesitar que me aclarar el siguiente : si unir ser pensionar , soltero no tener hijo su padre ya fallecer solamente tener hermano , cual ser el procedimiento a seguir parar que el que yo haber ahorrar les quedar a mi hermano","joy","negative"
"Buenas noches, 3 consultas:1- Es necesario pagar el anticipo.2- Pedir el anticipo, retrasaría mi jubilacion? Es decir, tendría que completar lo entregado o variaría en la cantidad de años?3- Al jubilarme, me quitarían del total que me quedó, el 25% entregado en su momento?",NA,"bueno noche , 3 consulta : 1 - ser necesario pagar el anticipar . 2 - pedir el anticipar , retrasar mi jubilacion ? ser decir , tener que completar el entregar o variar en el cantidad de año ? 3 - al jubilarme , me quitar del total que me quedar , el 25 % entregar en su momento ?","unknown","positive"
"AFP Crecer gracias. Podria confirmarme q significa BET? Adonde puedo hacer cita para ir personalmere?",NA,"afp crecer gracia . podria confirmarme q significar bet ? adonde poder hacer citar parar ir personalmere ?","unknown","positive"
"Quisiera saber si yo puedo obtar por un préstamo yo quiero poner un negocio",NA,"querer saber si yo poder obtar por uno préstamo yo querer poner uno negociar","unknown","positive"
"La charlavirtual no se puede ingresar como me entero de lo que se trato",NA,"el charlavirtual no se poder ingresar comer me enterar de el que se tratar","unknown","negative"
"Que documentos necesito cuando valla a mi cita por favor",NA,"que documento necesitar cuando vallar a mi citar por favor","joy","positive"
"Yo ya tego mi cita para el anticipo de saldo solo quiero saber que documentos presentare ese dia gracias",NA,"yo ya tego mi citar parar el anticipar de saldar solo querer saber que documento presentar ese dia gracia","unknown","positive"
"Yo ya llene mi solicitud de anticipo cuanto tienpo se tardan en hacer el deposito y si la afp le avisa a uno que ya esta depositado el anticipo",NA,"yo ya llenar mi solicitud de anticipar cuanto tienpo se tardar en hacer el depositar y si el afp le avisar a unir que ya este depositar el anticipar","unknown","positive"
"Muy buenos dias Dios les bendiga....ya intente por todos los medios comuninicarme para pedir un estado de cuenta y nada...quiero una cita presencial en AFR CRECER metrocentro san Salvador .me pueden ayudar por favor",NA,"muy bueno dias dios les bendecir . . . . ya intentar por todo el medio comuninicarme parar pedir uno estar de contar y nadar . . . querer unir citar presencial en afr crecer metrocentro santo salvador . me poder ayudar por favor","fear","positive"
"De que banco debo tener cuenta o como puedo hacer para que me aperturen cuenta por qué yo no tengo cuenta bancaria y quisiera me digan como hacer y si puedo en davivienda",NA,"de que banco deber tener contar o comer poder hacer parar que me aperturen contar por qué yo no tener contar bancario y querer me decir comer hacer y si poder en davivienda","unknown","negative"
"SI lo a cotizado 6 años y  tiene 45 años puede   tramitar el anticipo de saldo",NA,"si el a cotizar 6 año y tener 45 año poder tramitar el anticipar de saldar","unknown","positive"
"Ya recibi mi anticipo en el 2020 en enero se puede pedir otro anticipo en el 2021?",NA,"ya recibi mi anticipar en el 2020 en enero se poder pedir otro anticipar en el 2021 ?","unknown","positive"
"Ok gracias no se puede. Y si ya recibi tengo q pagar el anticipo?",NA,"ok gracia no se poder . y si ya recibi tener q pagar el anticipar ?","unknown","negative"
"Si ya recibi el anticipo tengo q pagarlo?",NA,"si ya recibi el anticipar tener q pagarlo ?","unknown","positive"
"Buenos Días yo quiero información que número de teléfono tienen",NA,"bueno día yo querer información que número de teléfono tener","unknown","positive"
"Buenas tarde yo lo que quiero es información sobre la pencion mínima que la asamblea aprovo",NA,"bueno tardar yo el que querer ser información sobrar el pencion mínimo que el asamblea aprovo","unknown","positive"
"No puedo ingresar al sitio web que me dijeron para mandar los documentos.que me piden tengo cinco días de estar intentando y no se puede e estado llamando y Tampoco contestan que puedo aser",NA,"no poder ingresar al sitiar web que me decir parar mandar el documentos.que me pedir tener cincar día de estar intentar y no se poder e estar llamar y tampoco contestar que poder aser","unknown","negative"
"Tengo que es tar pagando al muchacho del ciber i es demás no se puede entrar al sitio web solo dise inténtalo en 24 horas y nada",NA,"tener que ser tar pagar al muchacho del ciber i ser demás no se poder entrar al sitiar web solo dise inténtalo en 24 hora y nadar","unknown","negative"
"Ola tengo 22 años de trabajo y 48 años de edad y puedo aplicar al anticipo",NA,"ola tener 22 año de trabajar y 48 año de edad y poder aplicar al anticipar","unknown","positive"
"Puedo retir un 50 por ciento de mis ahorros",NA,"poder retir uno 50 por ciento de mi ahorro","unknown","positive"
"Hola buenas noches puedo aplicar yo .tengo 43 años  de edad",NA,"hola bueno noche poder aplicar yo . tener 43 año de edad","unknown","positive"
"Quisiera saber si hago uso del anticipo de ahorro como afecta para pensión arme si me darían mensual la pensión?",NA,"querer saber si hacer usar del anticipar de ahorrar comer afectar parar pensión armar si me dar mensual el pensión ?","joy","positive"
"Como se que cantidad solicitar siempre es el 25%?",NA,"comer se que cantidad solicitar siempre ser el 25 % ?","unknown","positive"
"rebisen",NA,"rebisen","unknown","positive"
"Cuales son los requisitos?",NA,"cual ser el requerir ?","unknown","positive"
"Una informasion sobre los antisipo  del a fp",NA,"unir informasion sobrar el antisipo del a fp","unknown","positive"
"Ami esposo  oy en este año cumple los   50 años si aplica al ahorro del    A  F   P",NA,"ami esposar oy en este año cumplir el 50 año si aplicar al ahorrar del a f página","joy","positive"
"Como puedo sacar una cita  para el  A  F  P",NA,"comer poder sacar unir citar parar el a f página","unknown","positive"
"Yo quiero saver si puedo pedir mi segundo anticipo",NA,"yo querer saver si poder pedir mi 2 anticipar","unknown","positive"
"AFP Crecer mepueden mandar estado de cuenta",NA,"afp crecer mepueden mandar estar de contar","unknown","positive"
"Necesito   saber si tengo mis, datos, actualizados Sonia noemi Santos, de portillo",NA,"necesitar saber si tener mi , dato , actualizar sonia noemi santo , de portillo","unknown","positive"
