"text.X.U.FEFF.Comment","text.text_tokens","text.V3","emotion","polarity"
"Yo necesito cambiar mis beneficiarios ya que había puesto a mi esposo e hijos y el ya falleció.",NA,"yo necesitar cambiar mi beneficiario ya que haber poner a mi esposar e hijo y el ya fallecer .","unknown","positive"
"Muy buenos dias , hace unas 4 dias gestione para que mandaran mi estado de cuenta y hasta la fecha nada",NA,"muy bueno dias , hacer unir 4 dias gestionar parar que mandar mi estar de contar y hasta el fechar nadar","fear","positive"
"Tengo 20 días de un tramite.y aún no recibo respuesta",NA,"tener 20 día de uno tramite.y aun no recibir respuesta","unknown","negative"
"Ese es",NA,"ese ser","unknown","positive"
"AFP CONFIA excelente muchas gracias",NA,"afp confia excelente mucho gracia","unknown","positive"
"Yo el 10 envié doc. Que pidieron para anticipo y cuánto se tarda",NA,"yo el 10 enviar doc . que pedir parar anticipar y cuánto se tardar","unknown","positive"
"Merly De Rivas ",NA,"merly de rivas","unknown","positive"
"Hola ya depositaron  lo de enero",NA,"hola ya depositar el de enero","unknown","positive"
"Y el complemento del aumento de pensión cuando lo van ha depositar",NA,"y el complementar del aumentar de pensión cuando el ir haber depositar","unknown","positive"
"Mauricio Aquino Ese aumento de pension solo es para que le daban $207.00 ahora les daran $ 304.00 ese aumento es para lo que tenian una baja",NA,"mauricio aquino ese aumentar de pension solo ser parar que le dar $ 207.00 ahora les daran $ 304.00 ese aumentar ser parar el que tenian unir bajar","sadness","positive"
"Juan Oscar Martinez yo sólo recibo 190 al mes don",NA,"juan oscar martinez yo sólo recibir 190 al mes don","unknown","positive"
"Buenas tardes tengo una consulta yo soy pensionado poe invalides y los primeros 3 años se me vencen en marzo 2021 y no me depositaron este mes aun???",NA,"bueno tardar tener unir consultar yo ser pensionar poe invalidar y el 1 3 año se me vencer en marzo 2021 y no me depositar este mes aun ? ? ?","unknown","negative"
" Hola buenas tardes yo necesito una cita porfavor me es urgente gracias",NA,"hola bueno tardar yo necesitar unir citar porfavor me ser urgente gracia","unknown","positive"
"Necesito conocer si se puede solicitar cita para una persona que saca el Dui el Ciete de febrero",NA,"necesitar conocer si se poder solicitar citar parar unir personar que sacar el dui el ciete de febrero","unknown","positive"
"Si se puede solicitar cita des de ya",NA,"si se poder solicitar citar d de ya","unknown","positive"
"Eleazar Portilo como se hace para solicitarla ",NA,"eleazar portilo comer se hacer parar solicitarla","unknown","positive"
"Rosita Orellana ",NA,"rosita orellana","unknown","positive"
"Carlos Alex Dominguez solo llama al 2267-7777 y ahí le contestaran puede pedir ayuda a alguien algún vecino ",NA,"carlos alex dominguez solo llamar al 2267-7777 y ahí le contestar poder pedir ayudar a alguien alguno vecino","unknown","positive"
"O Busque en Facebook AFP ahí le aparece hay que esperar pero luego le contestan",NA,"o buscar en facebook afp ahí le aparecer haber que esperar pero luego le contestar","joy","positive"
"Eleazar Portilo si lo puede hacer yo no trabajo alli pero si ellos ponen el calendario y usted escoge la fecha ",NA,"eleazar portilo si el poder hacer yo no trabajar alli pero si ellos poner el calendario y tú escoger el fechar","unknown","negative"
"Ellos le dan la fecha",NA,"ellos le dar el fechar","unknown","positive"
" eso es muy sierto",NA,"ese ser muy sierto","fear","positive"
"yo quiero registrarme en la cosa virtual pero dice que mis datos no coinciden. y pues yo no estoy en el país para gestionarlo de otra manera",NA,"yo querer registrarme en el coser virtual pero decir que mi dato no coincidir . y pues yo no estar en el país parar gestionarlo de otro manera","unknown","negative"
"AFP CONFIA gracias",NA,"afp confia gracia","unknown","positive"
"Como puedo hacer una cita para mi anticipo",NA,"comer poder hacer unir citar parar mi anticipar","unknown","positive"
"Yo solicite mi estado de cuenta y me dijeron que no aparece mi nombre y di todos los datos para que me lo mandarán a mi nuevo correo griseldareyesa629@gmail.com",NA,"yo solicitar mi estar de contar y me decir que no aparecer mi nombrar y dar todo el dato parar que me el mandar a mi nuevo correar griseldareyesa629 @gmail . com","unknown","negative"
"Como puedo saber mi saldo",NA,"comer poder saber mi saldar","unknown","positive"
"Acabo de solicitar mi estado de cuenta y me dicen q no aparesco en el sistema entonces en q quedamos",NA,"acabar de solicitar mi estar de contar y me decir q no aparesco en el sistema entonces en q quedar","unknown","negative"
"Vivo en México DF.Y solicito hacer una vídeo llamada para que me envíen mi NUP y estado de cuentas,por favor ayuda",NA,"vivir en méxico df.y solicitar hacer unir vídeo llamar parar que me enviar mi nup y estar de contar , por favor ayudar","joy","positive"
"Yo cotisea confia quisiera que me hicieran el favor de ver mi estado de cuenta muchas gracias mi nombre es Rosa Matilde Amaya  mi correo es rosa matilde amaya @g mail _ con",NA,"yo cotisea confia querer que me hacer el favor de ver mi estar de contar mucho gracia mi nombrar ser rosa matilde amaya mi correar ser rosa matilde amaya @g mail _ con","joy","positive"
"Podría visitar oy confia",NA,"poder visitar oy confia","unknown","positive"
"AFP CONFIA aaa grasias siq me consulta es que si puedo retirar el 25 por siento de mi ninero<U+0001F607><U+0001F607>",NA,"afp confia aaa grasias siq me consultar ser que si poder retirar el 25 por sentar de mi ninero <U+0001F607> <U+0001F607>","unknown","positive"
"Como puedo saber mi saldo",NA,"comer poder saber mi saldar","unknown","positive"
"AFP CONFIA torreslopezjuanjose7@gail.com",NA,"afp confia torreslopezjuanjose7 @gail . com","unknown","positive"
"Necesito saber que trámite hago para retirar lo cotizado en abril cumplo 55 años",NA,"necesitar saber que trámite hacer parar retirar el cotizar en abril cumplir 55 año","joy","positive"
"AFP CONFIA Gracias",NA,"afp confia gracia","unknown","positive"
"Hola denme  Informacion  del retiro del 25% Por fabot",NA,"hola denme informacion del retirar del 25 % por fabot","unknown","positive"
"Buenas tardes disculpe la pregunta cómo puedo hacer para obtener una resolución constancia y estado de cuenta de mi pensión",NA,"bueno tardar disculpar el preguntar cómo poder hacer parar obtener unir resolución constancia y estar de contar de mi pensión","surprise","positive"
"yo e buscado ayuda en el sitio virtual y dice que mis dato no coinciden escribi al whatsapp y me dice lo mismo como hago para saber mi estado de cuent",NA,"yo e buscar ayudar en el sitiar virtual y decir que mi datar no coincidir escribi al whatsapp y me decir el mismo comer hacer parar saber mi estar de cuent","joy","negative"
"AFP CONFIA yo no estoy n el salvador. como lo puedo hacer estando fuera del pais",NA,"afp confia yo no estar n el salvador . comer el poder hacer estar ir del pais","unknown","negative"
"AFP CONFIA gracias",NA,"afp confia gracia","unknown","positive"
"AFP CONFIA lo mismo dicen no encontramos datos con su dui",NA,"afp confia el mismo decir no encontrar dato con su dui","unknown","negative"
"Y si no tengo correo electrónico como puedo acer",NA,"y si no tener correar electrónico comer poder acer","unknown","negative"
"AFP CONFIA ok gracias",NA,"afp confia ok gracia","unknown","positive"
"Cómo puedo hacer cita previa",NA,"cómo poder hacer citar previo","unknown","positive"
"AFP CONFIA ",NA,"afp confia","unknown","positive"
"Gracias. Bendiciones...",NA,"gracia . bendición . . .","unknown","positive"
"Puedo saber cuantos años he trabajado?",NA,"poder saber cuanto año haber trabajar ?","unknown","positive"
"Hola buenos días necesito un estado de cuenta ",NA,"hola bueno día necesitar uno estar de contar","unknown","positive"
"Me pidieron instalar una aplicación para hacer videollamada podrían darme el nombre?",NA,"me pedir instalar unir aplicación parar hacer videollamada poder darme el nombrar ?","unknown","positive"
"Quisiera saber por qué no le an depositado  la pensión a mi mamá de este mes ",NA,"querer saber por qué no le an depositar el pensión a mi mamá de este mes","unknown","negative"
"Hola buenas noches kiero aser una sita para estado de cuenta y reposision de tarjeta pero noce como aser me urje alguien. Me puede ayudar",NA,"hola bueno noche kiero aser unir sito parar estar de contar y reposision de tarjeta pero noce comer aser me urje alguien . me poder ayudar","unknown","positive"
"Buenas nochez mi esposo necesita su estado de cuenta y no le contestan como puede hacer para obtenerlo??",NA,"bueno nochez mi esposar necesitar su estar de contar y no le contestar comer poder hacer parar obtenerlo ? ?","unknown","negative"
"Hola buenos dias yo perdí  mi cita en inpep en la ventanilla única como puedo hacer  estoy en mi trámite de  mi vejez",NA,"hola bueno dias yo perder mi citar en inpep en el ventanilla único comer poder hacer estar en mi trámite de mi vejez","unknown","positive"
"Ok Muchas gracias",NA,"ok mucho gracia","unknown","positive"
"Yo necesito actualizar mi correo electrónico y estoy fuera del pais",NA,"yo necesitar actualizar mi correar electrónico y estar ir del pais","unknown","positive"
"Buenas noches y darán el aumento dela pensión mínima",NA,"bueno noche y dar el aumentar dela pensión mínimo","unknown","positive"
"Como puedo solicitar el formulario del anticipo",NA,"comer poder solicitar el formulario del anticipar","unknown","positive"
"Necesito saber los pasos para solicitarlo",NA,"necesitar saber el paso parar solicitarlo","unknown","positive"
"AFP CONFIA por favor necesito de mis aportaciones ya que padesco de lupos",NA,"afp confia por favor necesitar de mi aportación ya que padesco de lupos","joy","positive"
"AFP CONFIA gracias muy amable",NA,"afp confia gracia muy amable","fear","positive"
"Hola me urge una Constancia de pensión",NA,"hola me urgir unir constancia de pensión","unknown","positive"
"Grazie mille lo faccio oggi ok?",NA,"grazie mille el faccio oggi ok ?","unknown","positive"
"Ola ",NA,"ola","unknown","positive"
"No es efectivo el servicio..Yo proporcione todos los datos que me piden y me Responden que No tengo Registro...y Cotize por 18 años..<U+0001F937>..",NA,"no ser efectivo el servicio . . yo proporcionar todo el dato que me pedir y me responder que no tener registrar . . . y cotize por 18 año . . <U+0001F937> . .","unknown","negative"
"AFP CONFIA Estaré pendiente de dar seguimiento a sus sugerencias.. Gracias",NA,"afp confia estar pendiente de dar seguimiento a su sugerencia . . gracia","unknown","positive"
"IGUAL YO MEDIJERON QUE NO TIENEN REGISTRO...Y ENTONCES...",NA,"igual yo medijeron que no tener registrar . . . y entonces . . .","unknown","negative"
"OK GRACIAS",NA,"ok gracia","unknown","positive"
"AFP CONFIA cuál es la edad  para las mujeres ..en la que pueden reclamar el ahorro ..",NA,"afp confia cuál ser el edad parar el mujer . . en el que poder reclamar el ahorrar . .","unknown","positive"
"Crismeri Sanchez lo mismo hice yo amigo y ahora me salen con esa estupidez.Hice mis aportaciones durante 17 años y me salen con esa mmmm.",NA,"crismeri sanchez el mismo hacer yo amigar y ahora me salar con ese estupidez.hice mi aportación durante 17 año y me salar con ese mmmm .","unknown","positive"
"Cesar Portillo y s nosotros quien podrá defendernos jeje <U+0001F9B8>",NA,"cesar portillo y segundo nosotros quien poder defendernos jeje","unknown","positive"
"ya lo he pedido pero salebq mi número de dui no está registrado ...",NA,"ya el haber pedir pero salebq mi número de dui no estar registrar . . .","unknown","negative"
"hola",NA,"hola","unknown","positive"
"Hola alguien sabe si ya depositaron a los pensionados de pension minima el aumento?? por fa ",NA,"hola alguien saber si ya depositar a el pensionado de pension minima el aumentar ? ? por fa","unknown","positive"
"Buenas tardes nesecito un estado de cuenta con urgencia",NA,"bueno tardar nesecito uno estar de contar con urgencia","unknown","positive"
"AFP CONFIA pura perdida de tiempo para que me envíen mi estado de cuenta",NA,"afp confia puro perder de tiempo parar que me enviar mi estar de contar","unknown","positive"
"No es efectivo el servicio pues por medio de Tessa lo intente como 10 veces y es un rollo, la verdad no sirve para nada.heee",NA,"no ser efectivo el servicio pues por mediar de tessa el intentar comer 10 vez y ser uno rollo , el verdad no servir parar nada.heee","joy","negative"
"AFP CONFIA actualmente resido en México,y es muy complicado para llamar.,un método para que me envíes mi NUP, y el estado de cuenta en la Afp",NA,"afp confia actualmente residir en méxico , y ser muy complicar parar llamar . , uno método parar que me enviar mi nup , y el estar de contar en el afp","fear","positive"
"Escribí al número y me dice que no existe ningún registro con esa información que doy",NA,"escribir al número y me decir que no existir ninguno registrar con ese información que dar","unknown","negative"
"AFP CONFIA llamo a ese número y no dan información que servicio muy malísimo.A los que les elegimos para administrar NUESTROS, fondos de aportaciones no esperábamos este tipo de comportamiento para con los afiliados",NA,"afp confia llamar a ese número y no dar información que servicio muy malísimo.a el que les elegir parar administrar nuestro , fondo de aportación no esperar este tipo de comportamiento parar con el afiliado","fear","negative"
"Y cuantos días se tardan para dar un estado de cuenta por el was",NA,"y cuanto día se tardar parar dar uno estar de contar por el was","unknown","positive"
"Y c puede llamar por Messenger",NA,"y c poder llamar por messenger","unknown","positive"
"22677777",NA,"22677777","unknown","positive"
"Quiero saver miestado de mi cuenta porfavor",NA,"querer saver miestado de mi contar porfavor","unknown","positive"
"Necesito saber si para firmar sobrevivencia es de ir personalmente",NA,"necesitar saber si parar firmar sobrevivencia ser de ir personalmente","unknown","positive"
"Hoy intente comunicarme y aparece desconectado el num.",NA,"hoy intentar comunicarme y aparecer desconectar el num .","unknown","positive"
"Dios les bendiga gracias por la información <U+0001F44D>",NA,"dios les bendecir gracia por el información <U+0001F44D>","unknown","positive"
"Cómo puedo hacer para obtener una reposición de mi tarjeta de afiliación nut o una Constancia del mismo para presentarlo en el consulado para el trámite de devolución de saldó?",NA,"cómo poder hacer parar obtener unir reposición de mi tarjeta de afiliación nut o unir constancia del mismo parar presentarlo en el consulado parar el trámite de devolución de saldar ?","surprise","positive"
".",NA,".","unknown","positive"
"Buenas tardes",NA,"bueno tardar","unknown","positive"
"Una prengunta quisiera  saber si ya esta abierta la agencia de sonsonate",NA,"unir prengunta querer saber si ya este abrir el agenciar de sonsonate","unknown","positive"
"Deseo hacer una cita para la agrncia de Soyspango.",NA,"desear hacer unir citar parar el agrncia de soyspango .","unknown","positive"
"AFP CONFIA mil gracias por la información",NA,"afp confia mil gracia por el información","unknown","positive"
"Hola  buenos dias  kiero saber cuando ban adepositar ",NA,"hola bueno dias kiero saber cuando ban adepositar","unknown","positive"
"Hola quisiera saber cuándo van adepositar",NA,"hola querer saber cuándo ir adepositar","unknown","positive"
"Necesito información",NA,"necesitar información","unknown","positive"
"Ya depositaran pensión de enero?",NA,"ya depositar pensión de enero ?","unknown","positive"
"AFP CONFIA ok gracias",NA,"afp confia ok gracia","unknown","positive"
"Hola buenos días el ministerio de asienda ya mando el dinero para aumentar las pensiones y porque ustedes no lo an aplicado todavía. Ya que retire la pensión Y no m viene el aumento que pasa si el 21 lo mandaron ",NA,"hola bueno día el ministerio de asienda ya mandar el dinero parar aumentar el pensión y porque vosotros no el an aplicar todavía . ya que retirar el pensión y no metro venir el aumentar que pasar si el 21 el mandar","unknown","negative"
"AFP CONFIA buenas noche sera q ya depositaron el abono del aumento de pensiones ",NA,"afp confia bueno noche sera q ya depositar el abonar del aumentar de pensión","unknown","positive"
"AFP CONFIA osea el completo del aumento",NA,"afp confia osea el completar del aumentar","unknown","positive"
"AFP CONFIA gracias ",NA,"afp confia gracia","unknown","positive"
"Por favor ya esta el depósito del mes enero de pensión?",NA,"por favor ya este el depósito del mes enero de pensión ?","joy","positive"
"Quiero saber porque no me  aparece mi depósito de mi pensión si dicen que ya depositaron",NA,"querer saber porque no me aparecer mi depósito de mi pensión si decir que ya depositar","unknown","negative"
"Hace días compartieron el calendario de pago el depósito será mañana",NA,"hacer día compartir el calendario de pagar el depósito ser mañana","unknown","positive"
"Buenos días ya podemos  ir a cobrar  la pensión de este mes ",NA,"bueno día ya podar ir a cobrar el pensión de este mes","unknown","positive"
"AFP CONFIA Solicito de su amable asistencia para solicitar estado de cuenta de los ultimos 6 meses he pasado 2 dias intentando solicitarlo por los canales digitales pero siempre me brinda el mismo error y no se me es posible solicitarlo, solicito de su ayuda por favor para realizar un tramite personal, de ante mano muchas gracias. ",NA,"afp confia solicitar de su amable asistencia parar solicitar estar de contar de el ultimos 6 mes haber pasar 2 dias intentar solicitarlo por el canal digital pero siempre me brindar el mismo error y no se me ser posible solicitarlo , solicitar de su ayudar por favor parar realizar uno tramitar personal , de ante manar mucho gracia .","joy","negative"
"En que agencias estan atendiendo",NA,"en que agencia estan atender","unknown","positive"
"Hola buenos días yaremesaron",NA,"hola bueno día yaremesaron","unknown","positive"
"Buenos dias",NA,"bueno dias","unknown","positive"
"Sabe el correo Electrónico que piden lo di equivocado di el del Facebook y tenía k se el otro  es por el anticipo del 25/ j hago",NA,"saber el correar electrónico que pedir el dar equivocar dar el del facebook y tener k se el otro ser por el anticipar del 25 / j hacer","unknown","positive"
"Buenos días necesito una cita por favor",NA,"bueno día necesitar unir citar por favor","joy","positive"
"AFP CONFIA  gracias",NA,"afp confia gracia","unknown","positive"
"Buenas días, qué opción tengo que marcar en su sitio web para programar cita, ya sea presencial en la agencia central o virtual y poder continuar con el proceso de retiro por vejez.  Ya tengo el Historial Laboral del INPEP",NA,"bueno día , qué opción tener que marcar en su sitiar web parar programar citar , ya ser presencial en el agenciar central o virtual y poder continuar con el procesar de retirar por vejez . ya tener el historial laboral del inpep","unknown","positive"
"Ola buenos días como puedo aser para sacar sita para la pensión de es mes de enro",NA,"ola bueno día comer poder aser parar sacar sito parar el pensión de ser mes de enro","unknown","positive"
"Buenos dias q requisiton piden para solicitar el anticipo",NA,"bueno dias q requisiton pedir parar solicitar el anticipar","unknown","positive"
"AFP CONFIA necesito saber mi estado d cuenta",NA,"afp confia necesitar saber mi estar d contar","unknown","positive"
"Hola buenos dias ustedes dicen ahi q uno puede solicitar el estado de cuenta y yo cambie de correo cuando me meto al msg o al wasap para cambiarlo no me responden",NA,"hola bueno dias vosotros decir ahi q unir poder solicitar el estar de contar y yo cambiar de correar cuando me meter al msg o al wasap parar cambiarlo no me responder","unknown","negative"
"Necesito un estado de cuenta",NA,"necesitar uno estar de contar","unknown","positive"
"Saludos cordiales AFP CONFIA atentamente solicitandoles de favor una cita para que expliquen si podre retirar mi ya que soy liciado de guerra feliz dia",NA,"saludo cordial afp confia atentamente solicitandoles de favor unir citar parar que explicar si podre retirar mi ya que ser liciado de guerra feliz dia","joy","positive"
"Hola me gustaría mi estado de cuenta se podría por favor",NA,"hola me gustar mi estar de contar se poder por favor","joy","positive"
"La verdad que en WhatsApp tiene dis que para ayudar y esa maquina tonta no me encuentro segun mi número de DUI",NA,"el verdad que en whatsapp tener dis que parar ayudar y ese maquinar tonto no me encontrar segun mi número de dui","joy","negative"
"Buenas yo quiero el anticipo que tengo que hacer",NA,"bueno yo querer el anticipar que tener que hacer","unknown","positive"
"AFP CONFIA gracias",NA,"afp confia gracia","unknown","positive"
"Buenas noches, puedo saber cuantos años llevo laborando?",NA,"bueno noche , poder saber cuanto año llevar laborar ?","unknown","positive"
"Yo estoy pensionada no puedo solicitar anticipo",NA,"yo estar pensionado no poder solicitar anticipar","unknown","negative"
"Muy buenos días. Yo fui a la AFP y me dieron una hoja donde tenia que a ser una video llama y no pude llame y me dieron la cita para el 15 de marzo yo quiero retirar mis ahorros por vejez será que tiene la misma validez la cita",NA,"muy bueno día . yo ir a el afp y me dar unir hoja donde tenia que a ser unir video llamar y no poder llamar y me dar el citar parar el 15 de marzo yo querer retirar mi ahorro por vejez ser que tener el mismo validez el citar","fear","negative"
"Hola afp como ago para odteber una cita quiero tramitar mi pencion",NA,"hola afp comer ago parar odteber unir citar querer tramitar mi pencion","unknown","positive"
"Necesito una cita para retirar mi número NUP como puedo hacer ...?La sucursal de sonsonate en metrocentro está cerrada ...",NA,"necesitar unir citar parar retirar mi número nup comer poder hacer . . . ? el sucursal de sonsonate en metrocentro estar cerrar . . .","unknown","positive"
"Como realizar una video llamada",NA,"comer realizar unir video llamar","unknown","positive"
"Hola muy buenos días ¿Cómo hago para obtener mi tarjeta AFP? que el mes de noviembre del año pasado estoy yendo a la que esta en Sonsonate y se encuentra cerrado",NA,"hola muy bueno día ¿ cómo hacer parar obtener mi tarjeta afp ? que el mes de noviembre del año pasar estar ir a el que este en sonsonate y se encontrar cerrar","surprise","positive"
"Ya estan trabajando normal en Sucursal de Soyapango",NA,"ya estan trabajar normal en sucursal de soyapango","unknown","positive"
"Mucha gracias",NA,"mucho gracia","unknown","positive"
"Cómo puedo hacer para tener una cita virtual para solicitar el NUP y estado de cuenta persona.Recido en México.",NA,"cómo poder hacer parar tener unir citar virtual parar solicitar el nup y estar de contar persona.recido en méxico .","unknown","positive"
"AFP CONFIA gracias lo haré en horas hábiles",NA,"afp confia gracia el hacer en hora hábil","unknown","positive"
"Nesesito con sulta mi estado de cuenta ",NA,"nesesito con sulta mi estar de contar","unknown","positive"
"Puedo saber a través de que medio o app se realiza la video llamada de mi cita?",NA,"poder saber a través de que mediar o app se realizar el video llamar de mi citar ?","unknown","positive"
" Hola necesito un historial laboral d AFP xfa",NA,"hola necesitar uno historial laboral d afp xfa","unknown","positive"
"Como puedo solicitar cita en agencia soyapango, ya que solo sale agencia central, Santa Ana y san San Miguel",NA,"comer poder solicitar citar en agenciar soyapango , ya que solo salar agenciar central , santo ana y santo santo miguel","unknown","positive"
"No funciona dice q no encuentran datos",NA,"no funcionar decir q no encontrar dato","unknown","negative"
"Yo necesiti mi estado de cuenta que pasos tengo que hacer o llegar personal mi fecha de nacimiento 7 7 54",NA,"yo necesiti mi estar de contar que paso tener que hacer o llegar personal mi fechar de nacimiento 7 7 54","unknown","positive"
"AFP CONFIA  me puede regalar mi estado de cuentas",NA,"afp confia me poder regalar mi estar de contar","unknown","positive"
"Me puede regalar mi estado de cuenta por favor ",NA,"me poder regalar mi estar de contar por favor","joy","positive"
"Yo nesecito mi estado pero no melo pueden far",NA,"yo nesecito mi estar pero no melo poder far","unknown","negative"
"Q fecha de febrero ban adepositar",NA,"q fechar de febrero ban adepositar","unknown","positive"
"Les e enviado mi correo electrónico  solicitando mi estado  de cuenta  y no me resuelven",NA,"les e enviar mi correar electrónico solicitar mi estar de contar y no me resolver","unknown","negative"
"AFP CONFIA ya actualicé los datos,  me enviaron el mes pasado el estado de mi cuenta, pero este mes no se que paso que no me responden ",NA,"afp confia ya actualizar el dato , me enviar el mes pasar el estar de mi contar , pero este mes no se que pasar que no me responder","unknown","negative"
"Puras mentiras ni lo envian",NA,"puro mentira ni el envian","unknown","negative"
"Iglesias Reyes Enrique a mi si, inmediatamente me lo enviaron y lo pedí por WhatsApp ",NA,"iglesia rey enrique a mi si , inmediatamente me el enviar y el pedir por whatsapp","unknown","positive"
"Julio E. Parada nombre a mi  ni me contestaron",NA,"julio e . parado nombrar a mi ni me contestar","unknown","negative"
"Iglesias Reyes Enrique lo q pasa es vos por WhatsApp al.numero 22677777 y ahibte contesta una voz automatica que se llama Tessa creo y ahi te saca varias preguntas y solo dale click te pide unos datos y te lo envian",NA,"iglesia rey enrique el q pasar ser tú por whatsapp al.numero 22677777 y ahibte contestar unir voz automatica que se llamar tessa crear y ahi te sacar vario pregunta y solo dale click te pedir uno dato y te el envian","unknown","positive"
"Yo solicite mi estado y dicen que no aparece nada con mi numero de documentos",NA,"yo solicitar mi estar y decir que no aparecer nadar con mi numerar de documento","unknown","negative"
"nesesito mi historia laboral",NA,"nesesito mi historia laboral","unknown","positive"
"Pura mentiras dice que no encuentran nada con mi número",NA,"puro mentira decir que no encontrar nadar con mi número","unknown","negative"
"ese  sistema no sirve desde hace dos días intentado sacar un estado de cuenta y no funciona el sistema",NA,"ese sistema no servir desde hacer do día intentar sacar uno estar de contar y no funcionar el sistema","unknown","negative"
"Yonesesito el estado pero no melo pueden dar",NA,"yonesesito el estar pero no melo poder dar","unknown","negative"
"Nesecito retirar mi adelanto de mis ahoros",NA,"nesecito retirar mi adelantar de mi ahoros","unknown","positive"
"AFP CONFIA necesito mi estado de cuenta y en el momento de ingresar número de documento me dice que no encuentra datos con ese número <U+0001F612>",NA,"afp confia necesitar mi estar de contar y en el momento de ingresar número de documentar me decir que no encontrar dato con ese número <U+0001F612>","unknown","negative"
"Cómo solicito mi estado de cuenta.",NA,"cómo solicitar mi estar de contar .","unknown","positive"
"AFP CONFIA ok gracias",NA,"afp confia ok gracia","unknown","positive"
"Necesito hacer mi pago en linea y no lo he podido hacer",NA,"necesitar hacer mi pagar en linear y no el haber poder hacer","unknown","negative"
"Si de verdad fuera rápido y fácil seria genial, pero aún sigo esperando q me atiendan AFP CONFIA",NA,"si de verdad ir rápido y fácil seriar genial , pero aun seguir esperar q me atender afp confia","joy","positive"
"Necesito un estado de cuenta..... intente ingresar desde la pagina Virtual pero no tengo acceso sera que me ayudan?",NA,"necesitar uno estar de contar . . . . . intentar ingresar desde el paginar virtual pero no tener acceso sera que me ayudar ?","unknown","negative"
" Agencia Soyapango",NA,"agenciar soyapango","unknown","positive"
"Quiero jubilarse",NA,"querer jubilarse","unknown","positive"
"Buenos días yo tengo cita el 16 de abril mi pregunta es las copias de los documentos los tengo que llevar en una memoria USB o en papel",NA,"bueno día yo tener citar el 16 de abril mi preguntar ser el copia de el documento el tener que llevar en unir memoria usb o en papel","unknown","positive"
"Buenas tardes fui a al INPEP a recoger récord laboral el martes 16 de febrero y me dijeron que hoy día jueves los llevara los documentos a las AFP y fui y me dijeron que tengo que sacar cita no se por que en el INPEP no me dijeron que tenía que sacar cita  y bueno estoy llamando a las AFP y nunca me contestan como puedo hacer para obtener una cita",NA,"bueno tardar ir a al inpep a recoger récord laboral el martes 16 de febrero y me decir que hoy día jueves el llevar el documento a el afp y ir y me decir que tener que sacar citar no se por que en el inpep no me decir que tener que sacar citar y bueno estar llamar a el afp y nunca me contestar comer poder hacer parar obtener unir citar","joy","negative"
"Kristal Ardon De Guti  mami puede hacer su consulta",NA,"kristal ardon de guti mami poder hacer su consultar","unknown","positive"
"buenos dias que edad mínima es para solicitar el adelanto del veinticinco por ciento gracias bendiciones",NA,"bueno dias que edad mínimo ser parar solicitar el adelantar del veinticinco por ciento gracia bendición","unknown","positive"
"AFP CONFIA buenos dias una consulta mi hermana nesecita sacar el veinticinco por ciento pero ella no tiene los medios para aserlo en linea como puede aser gracias espero su respuesta y comprensión bendiciones ",NA,"afp confia bueno dias unir consultar mi hermanar nesecita sacar el veinticinco por ciento pero él no tener el medio parar aserlo en linear comer poder aser gracia esperar su respuesta y comprensión bendición","joy","negative"
"Quiero saber de cuánto es el precio $$ por sacar la tarjeta",NA,"querer saber de cuánto ser el preciar $ $ por sacar el tarjeta","unknown","positive"
"Oh por renovarla",NA,"oh por renovarla","unknown","positive"
"AFP CONFIA Muchas gracias",NA,"afp confia mucho gracia","unknown","positive"
"AFP CONFIA Si no es mucha molestia me pudieran regalar la dirección de AFP en santa Ana ....porfa",NA,"afp confia si no ser mucho molestia me poder regalar el dirección de afp en santo ana . . . . porfa","anger","negative"
"AFP CONFIA Muchas gracias muy amables ...Dios les bendiga",NA,"afp confia mucho gracia muy amable . . . dios les bendecir","fear","positive"
"AFP CONFIA con respecto al aumento, para la pensión mínima, solo una vez iba a ser aplicada ( Enero)?? ",NA,"afp confia con respectar al aumentar , parar el pensión mínimo , solo unir vez ir a ser aplicar ( enero ) ? ?","unknown","positive"
"Tengo 52 años,necesito un anticipo",NA,"tener 52 año , necesitar uno anticipar","unknown","positive"
"Buenos días yo mande mis datos para el anticipo por este medio porq salía q si aplicaba pero hasta ahora no he recibido ningún correo o mensaje",NA,"bueno día yo mandar mi dato parar el anticipar por este mediar porq salir q si aplicar pero hasta ahora no haber recibir ninguno correar o mensaje","unknown","negative"
"AFP CONFIA muchas gracias por su atención ",NA,"afp confia mucho gracia por su atención","unknown","positive"
"Buenas tardes, como se puede hacer para solicitar el anticipo de los ahorros, cuando no se tiene correo? Es indispensable el correo?",NA,"bueno tardar , comer se poder hacer parar solicitar el anticipar de el ahorro , cuando no se tener correar ? ser indispensable el correar ?","unknown","negative"
"Cuál soy requisitos adalato ya tengo46años 10años contizado s",NA,"cuál ser requerir adalato ya tengo46años 10años contizado segundo","unknown","positive"
"AFP CONFIA para préstamo",NA,"afp confia parar préstamo","unknown","positive"
"Cuál soy requisitos",NA,"cuál ser requerir","unknown","positive"
"AFP CONFIA sobre tengo de saldo",NA,"afp confia sobrar tener de saldar","unknown","positive"
"Quiero saber si ya depositaron la pensión de febrero",NA,"querer saber si ya depositar el pensión de febrero","unknown","positive"
"Cuando depoditaran",NA,"cuando depoditaran","unknown","positive"
"pago.depencion.paracuando",NA,"pago.depencion.paracuando","unknown","positive"
