"X.U.FEFF.Comment","text_tokens","V3"
"Buenas tardes yo quisiera saver si me aprobaran lo de el anticipo solicitado desde el 11 de diciembre del 2020  lo estoy tramitando ya presente toda la documentación que me pidieron  pero no me han dicho nada"," ","bueno tardar yo querer saver si me aprobar el de el anticipar solicitar desde el 11 de diciembre del 2020 el estar tramitar ya presentar todo el documentación que me pedir pero no me haber decir nadar"
",y cuanto tiempo demora en aplicarli si dice que ya está aprobado?"," ",", y cuanto tiempo demorar en aplicarli si decir que ya estar aprobar ?"
"AFP Crecer  gracias por responder"," ","afp crecer gracia por responder"
"A Mi esposo nole acepta el correo que puede hacer"," ","a mi esposar nole aceptar el correar que poder hacer"
"Hola  me gustaría asociar un correo electrónico ami cuenta. Pero no se como  hacer porque llamo y no contestan y al WhatsApp no me dicen como"," ","hola me gustar asociar uno correar electrónico ami contar . pero no se comer hacer porque llamar y no contestar y al whatsapp no me decir comer"
"Buenas no hes quiero tener cuenta con ustedes osea correo y clave como hacer"," ","bueno no hes querer tener contar con vosotros osea correar y clavar comer hacer"
"Cuanto tiempo notifica sobre el pagodel anticipo"," ","cuanto tiempo notificar sobrar el pagodel anticipar"
"Ok"," ","ok"
"Anita me lo aprobaron y algunas personas en 15 dias"," ","anita me el aprobar y alguno persona en 15 dias"
"Hola buenos días,  comentarle que al querer ingresar a mi usuario este se encuentra bloqueado , no se porque , por lo que necesito una cita presencial en sucursal plaza mundo"," ","hola bueno día , comentarle que al querer ingresar a mi usuario este se encontrar bloquear , no se porque , por el que necesitar unir citar presencial en sucursal plaza mundo"
"Hola "," ","hola"
"Nesesito el antisipo de saldo "," ","nesesito el antisipo de saldar"
"Si "," ","si"
"Buenas tardes, al tratar de aplicar en linea al anticipo se quedo congelada la aplicación y me bloqueo mi usuario, he estado queriendo recibir ayuda, para desbloquear mi usuario, pero ni por WhatsApp ni por Facebook ni por llamada, en el teléfono solo la contestadora con mensaje grabado contesta y solo dice su llamada es importante para nosotros algún día uno de nuestros operadores le atenderá..."," ","bueno tardar , al tratar de aplicar en linear al anticipar se quedar congelar el aplicación y me bloquear mi usuario , haber estar querer recibir ayudar , parar desbloquear mi usuario , pero ni por whatsapp ni por facebook ni por llamar , en el teléfono solo el contestadora con mensaje grabar contestar y solo decir su llamar ser importante parar nosotros alguno día unir de nuestro operador le atender . . ."
"Jorge Antonio Rivas Garcia yo también estoy tratando de llamar desde hace unos días atrás y nada no contestan"," ","jorge antonio rivas garcia yo también estar tratar de llamar desde hacer uno día atrás y nadar no contestar"
"AFP Crecer gracias "," ","afp crecer gracia"
"Que requisitos para el anticipo"," ","que requerir parar el anticipar"
"AFP Crecer donde puedo llenar la solicitud"," ","afp crecer donde poder llenar el solicitud"
"AFP Crecer cual es el usuario"," ","afp crecer cual ser el usuario"
"AFP Crecer tengo 55 años me podrían dar mi cuenta"," ","afp crecer tener 55 año me poder dar mi contar"
"Y si una persona hizo ya adelantó del 25porciento en el año 2019 puede pedir Anticipo gracias por su ayuda"," ","y si unir personar hacer ya adelantar del 25porciento en el año 2019 poder pedir anticipar gracia por su ayudar"
"AFP Crecer ok gracias"," ","afp crecer ok gracia"
"AFP Crecer "," ","afp crecer"
"Buenos días Yo tengo cita para mi anticipo 13 de enero y estaba comparando la con la cita de una compañera y la de ella dice cita para anticipo y la mía dice asesoría de beneficios pk la diferencia si vamos hacer el mismo trámite ???"," ","bueno día yo tener citar parar mi anticipar 13 de enero y estar comparar el con el citar de unir compañero y el de él decir citar parar anticipar y el miar decir asesoría de beneficio pk el diferenciar si ir hacer el mismo trámite ? ? ?"
"AFP Crecer kisaa se equivocaron pk la hice por llamada telefónica gracias x la información"," ","afp crecer kisaa se equivocar pk el hacer por llamar telefónico gracia x el información"
"Hola porq no me acepta el correo la  web crecer"," ","hola porq no me aceptar el correar el web crecer"
"Buen diaPara trámite de devolución por vejezDónde debo agendar cita?En //bit.ly/CitaenAgenciaSolo da opción Anticipo de Saldo"," ","bueno diapara trámite de devolución por vejezdónde deber agendar citar ? en / / bit.ly / citaenagenciasolo dar opción anticipar de saldar"
"AFP Crecer es mi padre quién quiere realizar el proceso Pero no posee cuenta de ahorrosPuede ser la cuenta de ahorros de mi madre ?"," ","afp crecer ser mi padre quién querer realizar el procesar pero no poseer contar de ahorrospuede ser el contar de ahorro de mi madre ?"
"Mi esposo quiere actualizar sus datos ,como puede hacer?"," ","mi esposar querer actualizar su dato , comer poder hacer ?"
"Buenas tardes señores de AFP Crecer, les comento que hace 3 dias ingrese a la web de anticipo de saldo, y me aparece que cumplo los requisitos para acceder a el, ingrese los documentos que me pedian y al final no obtengo ninguna respuesta, automaticamente me sacan de la pagina, lo hice dos veces y me paso lo mismo, pense que me iban a responder despues y todavia estoy esperando, me podrian ayudar porfavor"," ","bueno tardar señor de afp crecer , les comentar que hacer 3 dias ingresar a el web de anticipar de saldar , y me aparecer que cumplir el requerir parar acceder a el , ingresar el documento que me pedian y al final no obtener ninguno respuesta , automaticamente me sacar de el paginar , el hacer do vez y me pasar el mismo , pense que me ir a responder despues y todavia estar esperar , me podrian ayudar porfavor"
"No pasa del 3er paso <U+0001F621> lo he intentado en diferentes horas, pueden brindarme una solución <U+2753>"," ","no pasar del 3er pasar <U+0001F621> el haber intentar en diferente hora , poder brindarme unir solución <U+2753>"
"Tengo 4 MESES...... De haber realizado el trámite y no me dan respuesta de Nada"," ","tener 4 mes . . . . . . de haber realizar el trámite y no me dar respuesta de nadar"
"Buenas tardes puede ayudar con la siguiente información mi esposo hizo todos los pasos para obtener el anticipo ya hace un tiempo y no ha recibido respuesta tiene 51 años y más de 10 años de cotizar con ustedes me podrían decir cuanto tiempo se tarda para que puedan depositarle el anticipo se lo agradeceré por favor"," ","bueno tardar poder ayudar con el siguiente información mi esposar hacer todo el paso parar obtener el anticipar ya hacer uno tiempo y no haber recibir respuesta tener 51 año y más de 10 año de cotizar con vosotros me poder decir cuanto tiempo se tardar parar que poder depositarle el anticipar se el agradecer por favor"
"Cuanto tiempo lleva el anticipo de saldo"," ","cuanto tiempo llevar el anticipar de saldar"
"Quiero anticipo de sueldo tengo masde 15 años cotizando"," ","querer anticipar de soldar tener masde 15 año cotizar"
"Buenas noches de acuerdo a mis ahorros para pensionarme pueden hacer antes de pensionarme a cuánto me quedaría la pensión"," ","bueno noche de acordar a mi ahorro parar pensionarme poder hacer antes de pensionarme a cuánto me quedar el pensión"
"Si tengo los 25 año y no me pensiono porque la pensión me queda bien baja, y sigo cotizando por eso quiero el anticipo"," ","si tener el 25 año y no me pensionar porque el pensión me quedar bien bajar , y seguir cotizar por ese querer el anticipar"
"Que espero se haga una reforma para que incrementa el porcentaje para poder pensionarme"," ","que esperar se hacer unir reformar parar que incrementar el porcentaje parar poder pensionarme"
"Por eso estoy solicitando el anticipo"," ","por ese estar solicitar el anticipar"
"Se que lo tengo que devolver pero ante estas emergencia lo necesito"," ","se que el tener que devolver pero ante este emergencia el necesitar"
"Ya lo solicite y me dice que no aplicó, que tengo que hacer"," ","ya el solicitar y me decir que no aplicar , que tener que hacer"
"Ya aplique y me dicen que no aplicó si tengo el derecho"," ","ya aplicar y me decir que no aplicar si tener el derecho"
"Expreso que debiaran ser para todos sin restricciones si es nuestro salario en estos 25 años"," ","expresar que debiaran ser parar todo sin restricción si ser nuestro salariar en este 25 año"
"Necesito que me aclaren lo siguiente : si uno es pensionado, soltera no tiene hijos sus padre ya fallecieron solamente tiene hermanos, cual es el procedimiento a seguir para que lo que yo he ahorrado les quede a mis hermanos"," ","necesitar que me aclarar el siguiente : si unir ser pensionar , soltero no tener hijo su padre ya fallecer solamente tener hermano , cual ser el procedimiento a seguir parar que el que yo haber ahorrar les quedar a mi hermano"
"Buenas noches, 3 consultas:1- Es necesario pagar el anticipo.2- Pedir el anticipo, retrasaría mi jubilacion? Es decir, tendría que completar lo entregado o variaría en la cantidad de años?3- Al jubilarme, me quitarían del total que me quedó, el 25% entregado en su momento?"," ","bueno noche , 3 consulta : 1 - ser necesario pagar el anticipar . 2 - pedir el anticipar , retrasar mi jubilacion ? ser decir , tener que completar el entregar o variar en el cantidad de año ? 3 - al jubilarme , me quitar del total que me quedar , el 25 % entregar en su momento ?"
"AFP Crecer gracias. Podria confirmarme q significa BET? Adonde puedo hacer cita para ir personalmere?"," ","afp crecer gracia . podria confirmarme q significar bet ? adonde poder hacer citar parar ir personalmere ?"
"Quisiera saber si yo puedo obtar por un préstamo yo quiero poner un negocio"," ","querer saber si yo poder obtar por uno préstamo yo querer poner uno negociar"
"La charlavirtual no se puede ingresar como me entero de lo que se trato"," ","el charlavirtual no se poder ingresar comer me enterar de el que se tratar"
"Que documentos necesito cuando valla a mi cita por favor"," ","que documento necesitar cuando vallar a mi citar por favor"
"Yo ya tego mi cita para el anticipo de saldo solo quiero saber que documentos presentare ese dia gracias"," ","yo ya tego mi citar parar el anticipar de saldar solo querer saber que documento presentar ese dia gracia"
"Yo ya llene mi solicitud de anticipo cuanto tienpo se tardan en hacer el deposito y si la afp le avisa a uno que ya esta depositado el anticipo"," ","yo ya llenar mi solicitud de anticipar cuanto tienpo se tardar en hacer el depositar y si el afp le avisar a unir que ya este depositar el anticipar"
"Muy buenos dias Dios les bendiga....ya intente por todos los medios comuninicarme para pedir un estado de cuenta y nada...quiero una cita presencial en AFR CRECER metrocentro san Salvador .me pueden ayudar por favor"," ","muy bueno dias dios les bendecir . . . . ya intentar por todo el medio comuninicarme parar pedir uno estar de contar y nadar . . . querer unir citar presencial en afr crecer metrocentro santo salvador . me poder ayudar por favor"
"De que banco debo tener cuenta o como puedo hacer para que me aperturen cuenta por qué yo no tengo cuenta bancaria y quisiera me digan como hacer y si puedo en davivienda"," ","de que banco deber tener contar o comer poder hacer parar que me aperturen contar por qué yo no tener contar bancario y querer me decir comer hacer y si poder en davivienda"
"SI lo a cotizado 6 años y  tiene 45 años puede   tramitar el anticipo de saldo"," ","si el a cotizar 6 año y tener 45 año poder tramitar el anticipar de saldar"
"Ya recibi mi anticipo en el 2020 en enero se puede pedir otro anticipo en el 2021?"," ","ya recibi mi anticipar en el 2020 en enero se poder pedir otro anticipar en el 2021 ?"
"Ok gracias no se puede. Y si ya recibi tengo q pagar el anticipo?"," ","ok gracia no se poder . y si ya recibi tener q pagar el anticipar ?"
"Si ya recibi el anticipo tengo q pagarlo?"," ","si ya recibi el anticipar tener q pagarlo ?"
"Buenos Días yo quiero información que número de teléfono tienen"," ","bueno día yo querer información que número de teléfono tener"
"Buenas tarde yo lo que quiero es información sobre la pencion mínima que la asamblea aprovo"," ","bueno tardar yo el que querer ser información sobrar el pencion mínimo que el asamblea aprovo"
"No puedo ingresar al sitio web que me dijeron para mandar los documentos.que me piden tengo cinco días de estar intentando y no se puede e estado llamando y Tampoco contestan que puedo aser"," ","no poder ingresar al sitiar web que me decir parar mandar el documentos.que me pedir tener cincar día de estar intentar y no se poder e estar llamar y tampoco contestar que poder aser"
"Tengo que es tar pagando al muchacho del ciber i es demás no se puede entrar al sitio web solo dise inténtalo en 24 horas y nada"," ","tener que ser tar pagar al muchacho del ciber i ser demás no se poder entrar al sitiar web solo dise inténtalo en 24 hora y nadar"
"Ola tengo 22 años de trabajo y 48 años de edad y puedo aplicar al anticipo"," ","ola tener 22 año de trabajar y 48 año de edad y poder aplicar al anticipar"
"Puedo retir un 50 por ciento de mis ahorros"," ","poder retir uno 50 por ciento de mi ahorro"
"Hola buenas noches puedo aplicar yo .tengo 43 años  de edad"," ","hola bueno noche poder aplicar yo . tener 43 año de edad"
"Quisiera saber si hago uso del anticipo de ahorro como afecta para pensión arme si me darían mensual la pensión?"," ","querer saber si hacer usar del anticipar de ahorrar comer afectar parar pensión armar si me dar mensual el pensión ?"
"Como se que cantidad solicitar siempre es el 25%?"," ","comer se que cantidad solicitar siempre ser el 25 % ?"
"rebisen"," ","rebisen"
"Cuales son los requisitos?"," ","cual ser el requerir ?"
"Una informasion sobre los antisipo  del a fp"," ","unir informasion sobrar el antisipo del a fp"
"Ami esposo  oy en este año cumple los   50 años si aplica al ahorro del    A  F   P"," ","ami esposar oy en este año cumplir el 50 año si aplicar al ahorrar del a f página"
"Como puedo sacar una cita  para el  A  F  P"," ","comer poder sacar unir citar parar el a f página"
"Yo quiero saver si puedo pedir mi segundo anticipo"," ","yo querer saver si poder pedir mi 2 anticipar"
"AFP Crecer mepueden mandar estado de cuenta"," ","afp crecer mepueden mandar estar de contar"
"Necesito   saber si tengo mis, datos, actualizados Sonia noemi Santos, de portillo"," ","necesitar saber si tener mi , dato , actualizar sonia noemi santo , de portillo"
